username,event_timestamp,event_name,platform,status,ip_address,description,direct_privileges,effective_privileges,inheritance_chain,analyst_context,confidence_level
melody.lee,2026-06-20 08:00:00,Threat Alert: Privilege Escalation,Active Directory,Alert,0.0.0.0,2 privilege escalation events detected in audit log. Remediation guidance: Review and revert all recent privilege changes [MITRE: T1098 - Account Manipulation].,"GG-Dev-Staff, GG-Git-Users, GG-VPN-Access, GG-Domain-Admins",GG-Domain-Admins,"GG-Dev-Staff, GG-Git-Users, GG-VPN-Access, GG-Domain-Admins -> GG-Dev-Staff -> GG-Domain-Admins",Active threat rule triggered: RULE_6. detail: 2 privilege escalation events detected in audit log,High
shelley.fitzgerald,2026-06-20 08:00:00,Threat Alert: Cross Platform Admin,AWS IAM,Warning,0.0.0.0,"Holds admin on AD, AWS simultaneously, with no recorded business justification. Remediation guidance: Review and reduce admin scope on AD, AWS [MITRE: T1098 - Account Manipulation].",arn:aws:iam::aws:policy/AdministratorAccess,arn:aws:iam::aws:policy/AdministratorAccess,Direct Assignment,"Active threat rule triggered: RULE_3. detail: Holds admin on AD, AWS simultaneously, with no recorded business justification",Medium
mike.maxwell,2026-06-20 08:00:00,Threat Alert: Privilege Escalation,Active Directory,Alert,0.0.0.0,1 privilege escalation events detected in audit log. Remediation guidance: Review and revert all recent privilege changes [MITRE: T1098 - Account Manipulation].,"GG-Contractors, GG-Guest-Access",GG-Contractors,Direct Assignment,Active threat rule triggered: RULE_6. detail: 1 privilege escalation events detected in audit log,High
alfred.galvan,2026-06-20 08:00:00,Threat Alert: Dormant Admin,Active Directory,Warning,0.0.0.0,No login in 211 days but holds admin privilege. Remediation guidance: Revoke admin privileges or force re-certification [MITRE: T1078 - Valid Accounts].,"GG-IT-Staff, GG-Infra-Ops, GG-ServiceDesk, GG-Domain-Admins",GG-Domain-Admins,"GG-IT-Staff, GG-Infra-Ops, GG-ServiceDesk, GG-Domain-Admins -> GG-Infra-Ops, GG-Domain-Admins -> GG-Domain-Admins",Active threat rule triggered: RULE_2. detail: No login in 211 days but holds admin privilege,Medium
thomas.velasquez,2026-06-20 08:00:00,Threat Alert: Privilege Escalation,Active Directory,Alert,0.0.0.0,1 privilege escalation events detected in audit log. Remediation guidance: Review and revert all recent privilege changes [MITRE: T1098 - Account Manipulation].,"GG-Finance-Staff, GG-SAP-Users, GG-ReadOnly-FS, GG-Domain-Admins",GG-Domain-Admins,"GG-Finance-Staff, GG-SAP-Users, GG-ReadOnly-FS, GG-Domain-Admins -> GG-Finance-Staff -> GG-Domain-Admins",Active threat rule triggered: RULE_6. detail: 1 privilege escalation events detected in audit log,High
thomas.velasquez,2026-06-20 08:00:00,Threat Alert: Cross Platform Admin,AWS IAM,Warning,0.0.0.0,"Holds admin on AD, AWS simultaneously, with no recorded business justification. Remediation guidance: Review and reduce admin scope on AD, AWS [MITRE: T1098 - Account Manipulation].",arn:aws:iam::aws:policy/AdministratorAccess,arn:aws:iam::aws:policy/AdministratorAccess,Direct Assignment,"Active threat rule triggered: RULE_3. detail: Holds admin on AD, AWS simultaneously, with no recorded business justification",Medium
justin.riley,2026-06-20 08:00:00,Threat Alert: Dormant Admin,Active Directory,Warning,0.0.0.0,No login in 159 days but holds admin privilege. Remediation guidance: Revoke admin privileges or force re-certification [MITRE: T1078 - Valid Accounts].,"GG-IT-Staff, GG-Infra-Ops, GG-ServiceDesk, GG-Domain-Admins",GG-Domain-Admins,"GG-IT-Staff, GG-Infra-Ops, GG-ServiceDesk, GG-Domain-Admins -> GG-Infra-Ops, GG-Domain-Admins -> GG-Domain-Admins",Active threat rule triggered: RULE_2. detail: No login in 159 days but holds admin privilege,Medium
paula.moreno,2026-06-20 08:00:00,Threat Alert: Privilege Escalation,Active Directory,Alert,0.0.0.0,1 privilege escalation events detected in audit log. Remediation guidance: Review and revert all recent privilege changes [MITRE: T1098 - Account Manipulation].,"GG-HR-Staff, GG-HRIS-Access",GG-HR-Staff,"GG-HR-Staff, GG-HRIS-Access -> GG-HR-Staff -> GG-HR-Staff",Active threat rule triggered: RULE_6. detail: 1 privilege escalation events detected in audit log,High
pamela.romero,2026-06-20 08:00:00,Threat Alert: Stale Token,AWS IAM,Warning,0.0.0.0,AWS API key not rotated in 426 days. Remediation guidance: Rotate AWS access key immediately [MITRE: T1550 - Use Alternate Authentication Material].,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess,Direct Assignment,Active threat rule triggered: RULE_5. detail: AWS API key not rotated in 426 days,Medium
rebecca.henderson,2026-06-20 08:00:00,Threat Alert: Privilege Escalation,Active Directory,Alert,0.0.0.0,1 privilege escalation events detected in audit log. Remediation guidance: Review and revert all recent privilege changes [MITRE: T1098 - Account Manipulation].,"GG-Sales-Staff, GG-CRM-Access",GG-Sales-Staff,"GG-Sales-Staff, GG-CRM-Access -> GG-Sales-Staff -> GG-Sales-Staff",Active threat rule triggered: RULE_6. detail: 1 privilege escalation events detected in audit log,High
austin.gentry,2026-06-20 08:00:00,Threat Alert: Offboarding Gap,Okta,Alert,0.0.0.0,Active on Okta after termination. Remediation guidance: Immediately disable accounts on: Okta [MITRE: T1078 - Valid Accounts].,"Workday, Slack, ServiceNow, BambooHR",Workday,Direct Assignment,Active threat rule triggered: RULE_1. detail: Active on Okta after termination,High
william.bowman,2026-06-20 08:00:00,Threat Alert: Stale Token,AWS IAM,Warning,0.0.0.0,AWS API key not rotated in 737 days. Remediation guidance: Rotate AWS access key immediately [MITRE: T1550 - Use Alternate Authentication Material].,"arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess, arn:aws:iam::aws:policy/AWSBillingReadOnlyAccess",arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess,Direct Assignment,Active threat rule triggered: RULE_5. detail: AWS API key not rotated in 737 days,Medium
roy.martin,2026-06-20 08:00:00,Threat Alert: Privilege Escalation,Active Directory,Alert,0.0.0.0,1 privilege escalation events detected in audit log. Remediation guidance: Review and revert all recent privilege changes [MITRE: T1098 - Account Manipulation].,"GG-IT-Staff, GG-Infra-Ops, GG-ServiceDesk, GG-Domain-Admins",GG-Domain-Admins,"GG-IT-Staff, GG-Infra-Ops, GG-ServiceDesk, GG-Domain-Admins -> GG-Infra-Ops, GG-Domain-Admins -> GG-Domain-Admins",Active threat rule triggered: RULE_6. detail: 1 privilege escalation events detected in audit log,High
roy.martin,2026-06-20 08:00:00,Threat Alert: Dormant Admin,Active Directory,Warning,0.0.0.0,No login in 368 days but holds admin privilege. Remediation guidance: Revoke admin privileges or force re-certification [MITRE: T1078 - Valid Accounts].,"GG-IT-Staff, GG-Infra-Ops, GG-ServiceDesk, GG-Domain-Admins",GG-Domain-Admins,"GG-IT-Staff, GG-Infra-Ops, GG-ServiceDesk, GG-Domain-Admins -> GG-Infra-Ops, GG-Domain-Admins -> GG-Domain-Admins",Active threat rule triggered: RULE_2. detail: No login in 368 days but holds admin privilege,Medium
michele.williams,2026-06-20 08:00:00,Threat Alert: Privilege Escalation,Active Directory,Alert,0.0.0.0,1 privilege escalation events detected in audit log. Remediation guidance: Review and revert all recent privilege changes [MITRE: T1098 - Account Manipulation].,"GG-Legal-Staff, GG-DLP-Policy",GG-Legal-Staff,"GG-Legal-Staff, GG-DLP-Policy -> GG-Legal-Staff -> GG-Legal-Staff",Active threat rule triggered: RULE_6. detail: 1 privilege escalation events detected in audit log,High
allison.hill,2026-06-20 08:00:00,Threat Alert: Offboarding Gap,AWS IAM,Alert,0.0.0.0,"Active on AWS, Okta after termination. Remediation guidance: Immediately disable accounts on: AWS, Okta [MITRE: T1078 - Valid Accounts].",arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess,Direct Assignment,"Active threat rule triggered: RULE_1. detail: Active on AWS, Okta after termination",High
charles.gonzalez,2026-06-20 08:00:00,Threat Alert: Dormant Admin,Active Directory,Warning,0.0.0.0,No login in 98 days but holds admin privilege. Remediation guidance: Revoke admin privileges or force re-certification [MITRE: T1078 - Valid Accounts].,"GG-IT-Staff, GG-Infra-Ops, GG-ServiceDesk",GG-Domain-Admins (Inherited),"GG-IT-Staff, GG-Infra-Ops, GG-ServiceDesk -> GG-Infra-Ops, GG-Domain-Admins -> GG-Domain-Admins (Inherited)",Active threat rule triggered: RULE_2. detail: No login in 98 days but holds admin privilege,Medium
charles.gonzalez,2026-06-20 08:00:00,Threat Alert: Inherited Admin,Active Directory,Warning,0.0.0.0,Effective admin through nested group: GG-Domain-Admins. Remediation guidance: Flatten group hierarchy or remove from GG-Domain-Admins [MITRE: T1098 - Account Manipulation].,"GG-IT-Staff, GG-Infra-Ops, GG-ServiceDesk",GG-Domain-Admins (Inherited),"GG-IT-Staff, GG-Infra-Ops, GG-ServiceDesk -> GG-Infra-Ops, GG-Domain-Admins -> GG-Domain-Admins (Inherited)",Active threat rule triggered: RULE_4. detail: Effective admin through nested group: GG-Domain-Admins,Medium
charles.gonzalez,2026-06-20 08:00:00,Threat Alert: Dormant Admin Role Change,Active Directory,Warning,0.0.0.0,"Admin inactive 98 days, with a role change on 2025-02-27. Could be a legitimate transition (e.g. new role pending access setup) or a stale account riding on an unrelated HR update.. Remediation guidance: Confirm with HR/manager whether this is an active transition; if not, revoke admin access [MITRE: AC-2 - Account Management (dormancy review)].","GG-IT-Staff, GG-Infra-Ops, GG-ServiceDesk",GG-Domain-Admins (Inherited),"GG-IT-Staff, GG-Infra-Ops, GG-ServiceDesk -> GG-Infra-Ops, GG-Domain-Admins -> GG-Domain-Admins (Inherited)","Active threat rule triggered: RULE_7. detail: Admin inactive 98 days, with a role change on 2025-02-27. Could be a legitimate transition (e.g. new role pending access setup) or a stale account riding on an unrelated HR update.",Medium
michael.ritter,2026-06-20 08:00:00,Threat Alert: Offboarding Gap,AWS IAM,Alert,0.0.0.0,Active on AWS after termination. Remediation guidance: Immediately disable accounts on: AWS [MITRE: T1078 - Valid Accounts].,"arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess, arn:aws:iam::aws:policy/AWSBillingReadOnlyAccess",arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess,Direct Assignment,Active threat rule triggered: RULE_1. detail: Active on AWS after termination,High
ashley.singleton,2026-06-20 08:00:00,Threat Alert: Stale Token,AWS IAM,Warning,0.0.0.0,AWS API key not rotated in 578 days. Remediation guidance: Rotate AWS access key immediately [MITRE: T1550 - Use Alternate Authentication Material].,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess,Direct Assignment,Active threat rule triggered: RULE_5. detail: AWS API key not rotated in 578 days,Medium
mark.cook,2026-06-20 08:00:00,Threat Alert: Offboarding Gap,AWS IAM,Alert,0.0.0.0,"Active on AWS, Okta after termination. Remediation guidance: Immediately disable accounts on: AWS, Okta [MITRE: T1078 - Valid Accounts].","arn:aws:iam::aws:policy/AmazonEC2ReadOnlyAccess, arn:aws:iam::aws:policy/CloudWatchLogsReadOnlyAccess",arn:aws:iam::aws:policy/AmazonEC2ReadOnlyAccess,Direct Assignment,"Active threat rule triggered: RULE_1. detail: Active on AWS, Okta after termination",High
mark.cook,2026-06-20 08:00:00,Threat Alert: Dormant Admin,Active Directory,Warning,0.0.0.0,No login in 384 days but holds admin privilege. Remediation guidance: Revoke admin privileges or force re-certification [MITRE: T1078 - Valid Accounts].,"GG-IT-Staff, GG-Infra-Ops, GG-ServiceDesk",GG-Domain-Admins (Inherited),"GG-IT-Staff, GG-Infra-Ops, GG-ServiceDesk -> GG-Infra-Ops, GG-Domain-Admins -> GG-Domain-Admins (Inherited)",Active threat rule triggered: RULE_2. detail: No login in 384 days but holds admin privilege,Medium
mark.cook,2026-06-20 08:00:00,Threat Alert: Inherited Admin,Active Directory,Warning,0.0.0.0,Effective admin through nested group: GG-Domain-Admins. Remediation guidance: Flatten group hierarchy or remove from GG-Domain-Admins [MITRE: T1098 - Account Manipulation].,"GG-IT-Staff, GG-Infra-Ops, GG-ServiceDesk",GG-Domain-Admins (Inherited),"GG-IT-Staff, GG-Infra-Ops, GG-ServiceDesk -> GG-Infra-Ops, GG-Domain-Admins -> GG-Domain-Admins (Inherited)",Active threat rule triggered: RULE_4. detail: Effective admin through nested group: GG-Domain-Admins,Medium
james.conner,2026-06-20 08:00:00,Threat Alert: Offboarding Gap,AWS IAM,Alert,0.0.0.0,"Active on AWS, Okta after termination. Remediation guidance: Immediately disable accounts on: AWS, Okta [MITRE: T1078 - Valid Accounts].","arn:aws:iam::aws:policy/AmazonEC2ReadOnlyAccess, arn:aws:iam::aws:policy/CloudWatchLogsReadOnlyAccess",arn:aws:iam::aws:policy/AmazonEC2ReadOnlyAccess,Direct Assignment,"Active threat rule triggered: RULE_1. detail: Active on AWS, Okta after termination",High
james.conner,2026-06-20 08:00:00,Threat Alert: Dormant Admin,Active Directory,Warning,0.0.0.0,No login in 333 days but holds admin privilege. Remediation guidance: Revoke admin privileges or force re-certification [MITRE: T1078 - Valid Accounts].,"GG-IT-Staff, GG-Infra-Ops, GG-ServiceDesk",GG-Domain-Admins (Inherited),"GG-IT-Staff, GG-Infra-Ops, GG-ServiceDesk -> GG-Infra-Ops, GG-Domain-Admins -> GG-Domain-Admins (Inherited)",Active threat rule triggered: RULE_2. detail: No login in 333 days but holds admin privilege,Medium
james.conner,2026-06-20 08:00:00,Threat Alert: Inherited Admin,Active Directory,Warning,0.0.0.0,Effective admin through nested group: GG-Domain-Admins. Remediation guidance: Flatten group hierarchy or remove from GG-Domain-Admins [MITRE: T1098 - Account Manipulation].,"GG-IT-Staff, GG-Infra-Ops, GG-ServiceDesk",GG-Domain-Admins (Inherited),"GG-IT-Staff, GG-Infra-Ops, GG-ServiceDesk -> GG-Infra-Ops, GG-Domain-Admins -> GG-Domain-Admins (Inherited)",Active threat rule triggered: RULE_4. detail: Effective admin through nested group: GG-Domain-Admins,Medium
james.conner,2026-06-20 08:00:00,Threat Alert: Stale Token,AWS IAM,Warning,0.0.0.0,AWS API key not rotated in 412 days. Remediation guidance: Rotate AWS access key immediately [MITRE: T1550 - Use Alternate Authentication Material].,"arn:aws:iam::aws:policy/AmazonEC2ReadOnlyAccess, arn:aws:iam::aws:policy/CloudWatchLogsReadOnlyAccess",arn:aws:iam::aws:policy/AmazonEC2ReadOnlyAccess,Direct Assignment,Active threat rule triggered: RULE_5. detail: AWS API key not rotated in 412 days,Medium
ryan.garcia,2026-06-20 08:00:00,Threat Alert: Privilege Escalation,Active Directory,Alert,0.0.0.0,1 privilege escalation events detected in audit log. Remediation guidance: Review and revert all recent privilege changes [MITRE: T1098 - Account Manipulation].,"GG-Sales-Staff, GG-CRM-Access",GG-Sales-Staff,"GG-Sales-Staff, GG-CRM-Access -> GG-Sales-Staff -> GG-Sales-Staff",Active threat rule triggered: RULE_6. detail: 1 privilege escalation events detected in audit log,High
carol.kim,2026-06-20 08:00:00,Threat Alert: Inherited Admin,Active Directory,Warning,0.0.0.0,Effective admin through nested group: GG-Domain-Admins. Remediation guidance: Flatten group hierarchy or remove from GG-Domain-Admins [MITRE: T1098 - Account Manipulation].,"GG-IT-Staff, GG-Infra-Ops, GG-ServiceDesk",GG-Domain-Admins (Inherited),"GG-IT-Staff, GG-Infra-Ops, GG-ServiceDesk -> GG-Infra-Ops, GG-Domain-Admins -> GG-Domain-Admins (Inherited)",Active threat rule triggered: RULE_4. detail: Effective admin through nested group: GG-Domain-Admins,Medium
rachel.young,2026-06-20 08:00:00,Threat Alert: Dormant Admin,Active Directory,Warning,0.0.0.0,No login in 281 days but holds admin privilege. Remediation guidance: Revoke admin privileges or force re-certification [MITRE: T1078 - Valid Accounts].,"GG-IT-Staff, GG-Infra-Ops, GG-ServiceDesk, GG-Domain-Admins",GG-Domain-Admins,"GG-IT-Staff, GG-Infra-Ops, GG-ServiceDesk, GG-Domain-Admins -> GG-Infra-Ops, GG-Domain-Admins -> GG-Domain-Admins",Active threat rule triggered: RULE_2. detail: No login in 281 days but holds admin privilege,Medium
mrs..reyes,2026-06-20 08:00:00,Threat Alert: Offboarding Gap,AWS IAM,Alert,0.0.0.0,"Active on AWS, Okta after termination. Remediation guidance: Immediately disable accounts on: AWS, Okta [MITRE: T1078 - Valid Accounts].",arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess,Direct Assignment,"Active threat rule triggered: RULE_1. detail: Active on AWS, Okta after termination",High
ashley.singleton,2026-06-20 08:00:00,Threat Alert: Offboarding Gap,AWS IAM,Alert,0.0.0.0,"Active on AWS, Okta after termination. Remediation guidance: Immediately disable accounts on: AWS, Okta [MITRE: T1078 - Valid Accounts].",arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess,Direct Assignment,"Active threat rule triggered: RULE_1. detail: Active on AWS, Okta after termination",High
